Manufacturer,Permit Number,DATE,VIN NUMBER,"VEHICLE IS CAPABLE OF OPERATING WITHOUT A DRIVER
(Yes or No)","DRIVER PRESENT
(Yes or No)","DISENGAGEMENT INITIATED BY
(AV System, Test Driver, Remote Operator, or Passenger)","DISENGAGEMENT
LOCATION
(Interstate, Freeway, Highway, Rural Road, Street, or Parking Facility)",DESCRIPTION OF FACTS CAUSING DISENGAGEMENT
Toyota Research Institute,AVT050,1/7/2020 11:16,JTHDU1EF3G5020098,No,Yes,Test Driver,street,Safety Driver disengaged due to inappropriate braking proposal.
Toyota Research Institute,AVT050,1/7/2020 11:19,JTHDU1EF3G5020098,No,Yes,Test Driver,street,Safety Driver disengaged near crosswalk due to overly conservative vehicle behavior.
Toyota Research Institute,AVT050,1/7/2020 11:31,JTHDU1EF0G5020107,No,Yes,Test Driver,street,Safety Driver disengaged upon judging that vehicle was too close to road boundary.
Toyota Research Institute,AVT050,1/7/2020 11:40,JTHDU1EF3G5020098,No,Yes,Test Driver,street,Safety Driver disengaged due to inappropriate steering.
Toyota Research Institute,AVT050,1/7/2020 11:52,JTHDU1EF3G5020098,No,Yes,Test Driver,street,Safety Driver disengaged due to inappropriate braking proposal.
Toyota Research Institute,AVT050,1/7/2020 11:52,JTHDU1EF3G5020098,No,Yes,Test Driver,street,Safety Driver disengaged due to inappropriate braking proposal.
Toyota Research Institute,AVT050,1/7/2020 11:58,JTHDU1EF0G5020107,No,Yes,Test Driver,street,Safety Driver disengaged due to inappropriate braking proposal.
Toyota Research Institute,AVT050,1/7/2020 12:05,JTHDU1EF0G5020107,No,Yes,Test Driver,street,"Safety Driver disengaged due to inappropriate braking, caused by perception issue."
Toyota Research Institute,AVT050,1/7/2020 12:09,JTHDU1EF0G5020107,No,Yes,Test Driver,street,Safety Driver disengaged due to inappropriate braking proposal.
Toyota Research Institute,AVT050,1/7/2020 12:11,JTHDU1EF3G5020098,No,Yes,Test Driver,street,Safety Driver disengaged upon judging that vehicle was too close to road boundary.
Toyota Research Institute,AVT050,1/7/2020 12:32,JTHDU1EF0G5020107,No,Yes,Test Driver,street,Safety Driver disengaged due to inappropriate braking proposal.
Toyota Research Institute,AVT050,1/7/2020 12:32,JTHDU1EF0G5020107,No,Yes,Test Driver,street,Safety Driver disengaged due to inappropriate braking proposal.
Toyota Research Institute,AVT050,1/7/2020 12:32,JTHDU1EF0G5020107,No,Yes,Test Driver,street,Safety Driver disengaged due to inappropriate braking proposal.
Toyota Research Institute,AVT050,1/7/2020 12:58,JTHDU1EF0G5020107,No,Yes,Test Driver,street,Safety Driver disengaged near crosswalk due to overly conservative vehicle behavior.
Toyota Research Institute,AVT050,1/7/2020 13:01,JTHDU1EF0G5020107,No,Yes,Test Driver,street,Safety Driver disengaged due to issue with lane change maneuver.
Toyota Research Institute,AVT050,1/7/2020 13:12,JTHDU1EF3G5020098,No,Yes,Test Driver,street,Safety Driver disengaged to manually drive through crosswalk.
Toyota Research Institute,AVT050,1/7/2020 13:15,JTHDU1EF0G5020107,No,Yes,Test Driver,street,Safety Driver disengaged due to inappropriate braking proposal.
Toyota Research Institute,AVT050,1/7/2020 13:23,JTHDU1EF0G5020107,No,Yes,Test Driver,street,Safety Driver disengaged due to inappropriate braking proposal.
Toyota Research Institute,AVT050,1/7/2020 13:24,JTHDU1EF0G5020107,No,Yes,Test Driver,street,Safety Driver disengaged due to inappropriate braking proposal.
Toyota Research Institute,AVT050,1/7/2020 13:24,JTHDU1EF0G5020107,No,Yes,Test Driver,street,Safety Driver disengaged due to inappropriate braking proposal.
Toyota Research Institute,AVT050,1/7/2020 13:52,JTHDU1EF0G5020107,No,Yes,Test Driver,street,Safety Driver disengaged due to inappropriate braking proposal.
Toyota Research Institute,AVT050,1/7/2020 13:58,JTHDU1EF0G5020107,No,Yes,Test Driver,street,Safety Driver disengaged to ensure proper behavior at traffic light.
Toyota Research Institute,AVT050,1/7/2020 13:59,JTHDU1EF0G5020107,No,Yes,Test Driver,street,"Safety Driver disengaged due to inappropriate braking, caused by perception issue."
Toyota Research Institute,AVT050,1/7/2020 14:00,JTHDU1EF0G5020107,No,Yes,Test Driver,street,Safety Driver disengaged due to inappropriate braking proposal.
Toyota Research Institute,AVT050,1/7/2020 14:00,JTHDU1EF0G5020107,No,Yes,Test Driver,street,Safety Driver disengaged due to inappropriate braking proposal.
Toyota Research Institute,AVT050,1/7/2020 14:10,JTHDU1EF0G5020107,No,Yes,Test Driver,street,Safety Driver disengaged due to inappropriate braking proposal.
Toyota Research Institute,AVT050,1/7/2020 14:11,JTHDU1EF0G5020107,No,Yes,Test Driver,street,Safety Driver disengaged due to inappropriate braking proposal.
Toyota Research Institute,AVT050,1/7/2020 14:19,JTHDU1EF0G5020107,No,Yes,Test Driver,street,Safety Driver disengaged due to inappropriate braking proposal.
Toyota Research Institute,AVT050,1/7/2020 16:04,JTHDU1EF6G5020094,No,Yes,Test Driver,street,Safety Driver disengaged due to inappropriate braking proposal.
Toyota Research Institute,AVT050,1/7/2020 16:33,JTHDU1EF6G5020094,No,Yes,Test Driver,street,Safety Driver disengaged near crosswalk due to overly conservative vehicle behavior.
Toyota Research Institute,AVT050,1/7/2020 16:35,JTHDU1EF0G5020107,No,Yes,Test Driver,street,Safety Driver disengaged to manually drive through crosswalk.
Toyota Research Institute,AVT050,1/7/2020 16:35,JTHDU1EF6G5020094,No,Yes,Test Driver,street,"Safety Driver disengaged due to inappropriate braking, caused by perception issue."
Toyota Research Institute,AVT050,1/7/2020 16:41,JTHDU1EF0G5020107,No,Yes,Test Driver,street,Safety Driver disengaged to ensure proper behavior at traffic light.
Toyota Research Institute,AVT050,1/7/2020 17:16,JTHDU1EF0G5020107,No,Yes,Test Driver,street,Safety Driver proactively disengaged upon recognizing that a planned maneuver or action did not conform to internal guidelines.
Toyota Research Institute,AVT050,1/7/2020 17:24,JTHDU1EF3G5020098,No,Yes,Test Driver,street,Safety Driver disengaged due to inappropriate braking proposal.
Toyota Research Institute,AVT050,1/8/2020 10:55,JTHDU1EF3G5020098,No,Yes,Test Driver,street,Safety Driver disengaged to ensure proper behavior at traffic light.
Toyota Research Institute,AVT050,1/8/2020 11:07,JTHDU1EF3G5020098,No,Yes,Test Driver,street,Safety Driver disengaged due to inappropriate braking proposal.
Toyota Research Institute,AVT050,1/8/2020 11:20,JTHDU1EF3G5020098,No,Yes,Test Driver,street,Safety Driver disengaged due to inappropriate steering.
Toyota Research Institute,AVT050,1/8/2020 11:30,JTHDU1EF3G5020098,No,Yes,Test Driver,street,Safety Driver disengaged to ensure proper behavior at traffic light.
Toyota Research Institute,AVT050,1/8/2020 16:28,JTHDU1EF0G5020107,No,Yes,Test Driver,street,Safety Driver disengaged due to inappropriate braking proposal.
Toyota Research Institute,AVT050,1/8/2020 16:32,JTHDU1EF0G5020107,No,Yes,Test Driver,street,Safety Driver disengaged near crosswalk due to overly conservative vehicle behavior.
Toyota Research Institute,AVT050,1/8/2020 16:34,JTHDU1EF0G5020107,No,Yes,Test Driver,street,Safety Driver disengaged upon judging that vehicle was too close to other road user or obstacle.
Toyota Research Institute,AVT050,1/8/2020 16:58,JTHDU1EF3G5020098,No,Yes,Test Driver,street,Safety Driver disengaged due to inappropriate braking proposal.
Toyota Research Institute,AVT050,1/8/2020 17:26,JTHDU1EF3G5020098,No,Yes,Test Driver,street,"Safety Driver disengaged due to inappropriate braking, caused by perception issue."
Toyota Research Institute,AVT050,1/8/2020 17:42,JTHDU1EF3G5020098,No,Yes,Test Driver,street,"Safety Driver disengaged due to inappropriate braking, caused by perception issue."
Toyota Research Institute,AVT050,1/8/2020 17:46,JTHDU1EF3G5020098,No,Yes,Test Driver,street,Safety Driver disengaged to manually drive through crosswalk.
Toyota Research Institute,AVT050,1/8/2020 17:47,JTHDU1EF3G5020098,No,Yes,Test Driver,street,Safety Driver disengaged to manually drive through crosswalk.
Toyota Research Institute,AVT050,1/8/2020 17:56,JTHDU1EF3G5020098,No,Yes,Test Driver,street,"Safety Driver disengaged due to inappropriate braking, caused by perception issue."
Toyota Research Institute,AVT050,1/9/2020 11:19,JTHDU1EF0G5020107,No,Yes,Test Driver,street,Safety Driver disengaged due to inappropriate braking proposal.
Toyota Research Institute,AVT050,1/9/2020 12:43,JTHDU1EF0G5020107,No,Yes,Test Driver,street,"Safety Driver disengaged due to inappropriate braking, caused by perception issue."
Toyota Research Institute,AVT050,1/9/2020 13:03,JTHDU1EF0G5020107,No,Yes,Test Driver,street,Safety Driver disengaged due to inappropriate braking proposal.
Toyota Research Institute,AVT050,1/9/2020 13:03,JTHDU1EF0G5020107,No,Yes,Test Driver,street,Safety Driver disengaged due to inappropriate steering.
Toyota Research Institute,AVT050,1/9/2020 13:33,JTHDU1EF0G5020107,No,Yes,Test Driver,street,Safety Driver disengaged due to inappropriate steering.
Toyota Research Institute,AVT050,1/9/2020 14:41,JTHDU1EF6G5020094,No,Yes,Test Driver,street,"Safety Driver disengaged due to inappropriate braking, caused by perception issue."
Toyota Research Institute,AVT050,1/9/2020 16:43,JTHDU1EF0G5020107,No,Yes,Test Driver,street,"Safety Driver disengaged due to inappropriate braking, caused by perception issue."
Toyota Research Institute,AVT050,1/9/2020 16:50,JTHDU1EF0G5020107,No,Yes,Test Driver,street,Safety Driver disengaged due to issue with lane change maneuver.
Toyota Research Institute,AVT050,1/9/2020 17:03,JTHDU1EF0G5020107,No,Yes,Test Driver,street,"Safety Driver disengaged due to inappropriate braking, caused by perception issue."
Toyota Research Institute,AVT050,1/10/2020 11:03,JTHDU1EF0G5020107,No,Yes,Test Driver,street,Safety Driver disengaged to ensure proper behavior at traffic light.
Toyota Research Institute,AVT050,1/10/2020 11:16,JTHDU1EF0G5020107,No,Yes,Test Driver,street,Safety Driver disengaged due to inappropriate braking proposal.
Toyota Research Institute,AVT050,1/10/2020 11:43,JTHDU1EF0G5020107,No,Yes,Test Driver,street,Safety Driver disengaged due to inappropriate steering.
Toyota Research Institute,AVT050,1/10/2020 11:57,JTHDU1EF0G5020107,No,Yes,Test Driver,street,"Safety Driver disengaged due to inappropriate braking, caused by perception issue."
Toyota Research Institute,AVT050,1/10/2020 12:07,JTHDU1EF0G5020107,No,Yes,Test Driver,street,Safety Driver disengaged upon judging that vehicle was too close to other road user or obstacle.
Toyota Research Institute,AVT050,1/10/2020 12:08,JTHDU1EF0G5020107,No,Yes,Test Driver,street,"Safety Driver disengaged due to inappropriate braking, caused by perception issue."
Toyota Research Institute,AVT050,1/10/2020 12:37,JTHDU1EF0G5020107,No,Yes,Test Driver,street,Safety Driver disengaged due to inappropriate braking proposal.
Toyota Research Institute,AVT050,1/10/2020 13:00,JTHDU1EF0G5020107,No,Yes,Test Driver,street,Safety Driver disengaged due to inappropriate braking proposal.
Toyota Research Institute,AVT050,1/10/2020 13:31,JTHDU1EF0G5020107,No,Yes,Test Driver,street,Safety Driver disengaged due to inappropriate braking proposal.
Toyota Research Institute,AVT050,1/10/2020 13:33,JTHDU1EF0G5020107,No,Yes,Test Driver,street,Safety Driver disengaged due to issue with lane change maneuver.
Toyota Research Institute,AVT050,1/10/2020 17:39,JTHDU1EF3G5020098,No,Yes,Test Driver,street,Safety Driver disengaged due to inappropriate braking proposal.
Toyota Research Institute,AVT050,1/10/2020 18:05,JTHDU1EF6G5020094,No,Yes,Test Driver,street,"Safety Driver disengaged due to inappropriate braking, caused by perception issue."
Toyota Research Institute,AVT050,1/10/2020 18:27,JTHDU1EF6G5020094,No,Yes,Test Driver,street,"Safety Driver disengaged due to inappropriate braking, caused by perception issue."
Toyota Research Institute,AVT050,1/10/2020 18:28,JTHDU1EF6G5020094,No,Yes,Test Driver,street,"Safety Driver disengaged due to inappropriate braking, caused by perception issue."
Toyota Research Institute,AVT050,1/10/2020 18:29,JTHDU1EF6G5020094,No,Yes,Test Driver,street,Safety Driver disengaged upon judging that vehicle was too close to other road user or obstacle.
Toyota Research Institute,AVT050,1/13/2020 11:46,JTHDU1EF3G5020098,No,Yes,Test Driver,street,Safety Driver disengaged due to inappropriate braking proposal.
Toyota Research Institute,AVT050,1/13/2020 11:48,JTHDU1EF0G5020107,No,Yes,Test Driver,street,Safety Driver disengaged due to issue with lane change maneuver.
Toyota Research Institute,AVT050,1/13/2020 11:51,JTHDU1EF3G5020098,No,Yes,Test Driver,street,Safety Driver disengaged to manually drive through crosswalk.
Toyota Research Institute,AVT050,1/13/2020 12:04,JTHDU1EF3G5020098,No,Yes,Test Driver,street,Safety Driver disengaged due to inappropriate braking proposal.
Toyota Research Institute,AVT050,1/13/2020 12:32,JTHDU1EF3G5020098,No,Yes,Test Driver,street,Safety Driver disengaged to manually drive through crosswalk.
Toyota Research Institute,AVT050,1/13/2020 12:42,JTHDU1EF3G5020098,No,Yes,Test Driver,street,"Safety Driver disengaged due to inappropriate braking, caused by perception issue."
Toyota Research Institute,AVT050,1/13/2020 13:05,JTHDU1EF0G5020107,No,Yes,Test Driver,street,Safety Driver disengaged to ensure proper behavior at traffic light.
Toyota Research Institute,AVT050,1/13/2020 13:28,JTHDU1EF3G5020098,No,Yes,Test Driver,street,Safety Driver disengaged due to inappropriate braking proposal.
Toyota Research Institute,AVT050,1/13/2020 16:20,JTHDU1EF6G5020094,No,Yes,Test Driver,street,Safety Driver disengaged near crosswalk due to overly conservative vehicle behavior.
Toyota Research Institute,AVT050,1/13/2020 16:22,JTHDU1EF6G5020094,No,Yes,Test Driver,street,Safety Driver disengaged due to issue with lane change maneuver.
Toyota Research Institute,AVT050,1/13/2020 16:35,JTHDU1EF3G5020098,No,Yes,Test Driver,street,Safety Driver disengaged due to inappropriate braking proposal.
Toyota Research Institute,AVT050,1/13/2020 16:50,JTHDU1EF6G5020094,No,Yes,Test Driver,street,"Safety Driver disengaged due to inappropriate braking, caused by perception issue."
Toyota Research Institute,AVT050,1/13/2020 17:04,JTHDU1EF3G5020098,No,Yes,Test Driver,street,Safety Driver proactively disengaged upon recognizing that a planned maneuver or action did not conform to internal guidelines.
Toyota Research Institute,AVT050,1/13/2020 17:45,JTHDU1EF0G5020107,No,Yes,Test Driver,street,"Safety Driver disengaged due to inappropriate braking, caused by perception issue."
Toyota Research Institute,AVT050,1/13/2020 17:51,JTHDU1EF0G5020107,No,Yes,Test Driver,street,"Safety Driver disengaged due to inappropriate braking, caused by perception issue."
Toyota Research Institute,AVT050,1/13/2020 17:53,JTHDU1EF0G5020107,No,Yes,Test Driver,street,Safety Driver disengaged due to inappropriate braking proposal.
Toyota Research Institute,AVT050,1/13/2020 18:04,JTHDU1EF0G5020107,No,Yes,Test Driver,street,Safety Driver disengaged upon judging that vehicle was too close to other road user or obstacle.
Toyota Research Institute,AVT050,1/13/2020 18:17,JTHDU1EF0G5020107,No,Yes,Test Driver,street,"Safety Driver disengaged due to inappropriate braking, caused by perception issue."
Toyota Research Institute,AVT050,1/14/2020 11:06,JTHDU1EF6G5020094,No,Yes,Test Driver,street,Safety Driver disengaged upon judging that vehicle was too close to road boundary.
Toyota Research Institute,AVT050,1/14/2020 11:40,JTHDU1EF0G5020107,No,Yes,Test Driver,street,Safety Driver disengaged near crosswalk due to overly conservative vehicle behavior.
Toyota Research Institute,AVT050,1/14/2020 11:57,JTHDU1EF0G5020107,No,Yes,Test Driver,street,Safety Driver disengaged due to inappropriate braking proposal.
Toyota Research Institute,AVT050,1/14/2020 11:58,JTHDU1EF0G5020107,No,Yes,Test Driver,street,"Safety Driver disengaged due to inappropriate braking, caused by perception issue."
Toyota Research Institute,AVT050,1/14/2020 12:10,JTHDU1EF0G5020107,No,Yes,Test Driver,street,"Safety Driver disengaged due to inappropriate braking, caused by perception issue."
Toyota Research Institute,AVT050,1/14/2020 12:18,JTHDU1EF0G5020107,No,Yes,Test Driver,street,Safety Driver disengaged due to issue with lane change maneuver.
Toyota Research Institute,AVT050,1/14/2020 12:26,JTHDU1EF0G5020107,No,Yes,Test Driver,street,Safety Driver disengaged due to inappropriate braking proposal.
Toyota Research Institute,AVT050,1/14/2020 12:29,JTHDU1EF0G5020107,No,Yes,Test Driver,street,Safety Driver disengaged to ensure proper behavior at traffic light.
Toyota Research Institute,AVT050,1/14/2020 12:38,JTHDU1EF3G5020098,No,Yes,Test Driver,street,Safety Driver disengaged to ensure proper behavior at traffic light.
Toyota Research Institute,AVT050,1/14/2020 12:45,JTHDU1EF3G5020098,No,Yes,Test Driver,street,Safety Driver disengaged near crosswalk due to overly conservative vehicle behavior.
Toyota Research Institute,AVT050,1/14/2020 12:49,JTHDU1EF0G5020107,No,Yes,Test Driver,street,Safety Driver disengaged to manually drive through crosswalk.
Toyota Research Institute,AVT050,1/14/2020 13:07,JTHDU1EF0G5020107,No,Yes,Test Driver,street,Safety Driver disengaged due to issue with lane change maneuver.
Toyota Research Institute,AVT050,1/14/2020 13:14,JTHDU1EF3G5020098,No,Yes,Test Driver,street,"Safety Driver disengaged due to inappropriate braking, caused by perception issue."
Toyota Research Institute,AVT050,1/14/2020 13:14,JTHDU1EF0G5020107,No,Yes,Test Driver,street,Safety Driver disengaged near crosswalk due to overly conservative vehicle behavior.
Toyota Research Institute,AVT050,1/14/2020 13:18,JTHDU1EF0G5020107,No,Yes,Test Driver,street,Safety Driver disengaged near crosswalk due to overly conservative vehicle behavior.
Toyota Research Institute,AVT050,1/14/2020 13:20,JTHDU1EF0G5020107,No,Yes,Test Driver,street,Safety Driver disengaged due to inappropriate braking proposal.
Toyota Research Institute,AVT050,1/14/2020 13:39,JTHDU1EF3G5020098,No,Yes,Test Driver,street,Safety Driver disengaged near crosswalk due to overly conservative vehicle behavior.
Toyota Research Institute,AVT050,1/14/2020 13:45,JTHDU1EF3G5020098,No,Yes,Test Driver,street,Safety Driver disengaged due to inappropriate steering.
Toyota Research Institute,AVT050,1/14/2020 15:15,JTHDU1EF6G5020094,No,Yes,Test Driver,street,Safety Driver disengaged near crosswalk due to overly conservative vehicle behavior.
Toyota Research Institute,AVT050,1/14/2020 15:28,JTHDU1EF6G5020094,No,Yes,Test Driver,street,Safety Driver disengaged to ensure proper behavior at traffic light.
Toyota Research Institute,AVT050,1/14/2020 16:23,JTHDU1EF0G5020124,No,Yes,Test Driver,street,Safety Driver disengaged due to harsh braking.
Toyota Research Institute,AVT050,1/14/2020 16:27,JTHDU1EF0G5020124,No,Yes,Test Driver,street,Safety Driver disengaged to ensure proper behavior at traffic light.
Toyota Research Institute,AVT050,1/14/2020 16:28,JTHDU1EF0G5020124,No,Yes,Test Driver,street,Safety Driver disengaged due to inappropriate braking proposal.
Toyota Research Institute,AVT050,1/14/2020 16:37,JTHDU1EF0G5020124,No,Yes,Test Driver,street,Safety Driver disengaged due to inappropriate braking proposal.
Toyota Research Institute,AVT050,1/14/2020 17:12,JTHDU1EF0G5020107,No,Yes,Test Driver,street,Safety Driver disengaged near crosswalk due to overly conservative vehicle behavior.
Toyota Research Institute,AVT050,1/14/2020 17:17,JTHDU1EF0G5020107,No,Yes,Test Driver,street,"Safety Driver disengaged due to inappropriate braking, caused by perception issue."
Toyota Research Institute,AVT050,1/14/2020 17:20,JTHDU1EF0G5020107,No,Yes,Test Driver,street,Safety Driver disengaged due to issue with lane change maneuver.
Toyota Research Institute,AVT050,1/14/2020 17:24,JTHDU1EF0G5020124,No,Yes,Test Driver,street,Safety Driver disengaged due to inappropriate braking proposal.
Toyota Research Institute,AVT050,1/14/2020 17:28,JTHDU1EF0G5020124,No,Yes,Test Driver,street,Safety Driver disengaged near crosswalk due to overly conservative vehicle behavior.
Toyota Research Institute,AVT050,1/14/2020 17:34,JTHDU1EF0G5020124,No,Yes,Test Driver,street,Safety Driver disengaged due to inappropriate braking proposal.
Toyota Research Institute,AVT050,1/14/2020 17:41,JTHDU1EF0G5020107,No,Yes,Test Driver,street,"Safety Driver disengaged due to inappropriate braking, caused by perception issue."
Toyota Research Institute,AVT050,1/14/2020 17:46,JTHDU1EF0G5020107,No,Yes,Test Driver,street,Safety Driver disengaged to manually drive through crosswalk.
Toyota Research Institute,AVT050,1/15/2020 10:55,JTHDU1EF6G5020094,No,Yes,Test Driver,street,Safety Driver disengaged due to inappropriate braking proposal.
Toyota Research Institute,AVT050,1/15/2020 11:01,JTHDU1EF6G5020094,No,Yes,Test Driver,street,Safety Driver disengaged to ensure proper behavior at traffic light.
Toyota Research Institute,AVT050,1/15/2020 11:24,JTHDU1EF0G5020124,No,Yes,Test Driver,street,Safety Driver disengaged to ensure proper behavior at traffic light.
Toyota Research Institute,AVT050,1/15/2020 11:32,JTHDU1EF0G5020124,No,Yes,Test Driver,street,Safety Driver disengaged upon judging that vehicle was too close to other road user or obstacle.
Toyota Research Institute,AVT050,1/15/2020 11:51,JTHDU1EF0G5020124,No,Yes,Test Driver,street,Safety Driver disengaged near crosswalk due to overly conservative vehicle behavior.
Toyota Research Institute,AVT050,1/15/2020 17:42,JTHDU1EF3G5020098,No,Yes,Test Driver,street,Safety Driver disengaged upon judging that vehicle was too close to road boundary.
Toyota Research Institute,AVT050,1/15/2020 18:41,JTHDU1EF0G5020107,No,Yes,Test Driver,street,Safety Driver disengaged upon judging that vehicle was too close to road boundary.
Toyota Research Institute,AVT050,1/15/2020 19:11,JTHDU1EF0G5020107,No,Yes,Test Driver,street,"Safety Driver disengaged due to inappropriate braking, caused by perception issue."
Toyota Research Institute,AVT050,1/15/2020 19:29,JTHCYLFF9J5001363,No,Yes,Test Driver,street,"Safety Driver disengaged due to inappropriate braking, caused by perception issue."
Toyota Research Institute,AVT050,1/15/2020 19:53,JTHCYLFF9J5001363,No,Yes,Test Driver,street,Safety Driver disengaged due to inappropriate braking proposal.
Toyota Research Institute,AVT050,1/15/2020 19:58,JTHCYLFF9J5001363,No,Yes,Test Driver,street,"Safety Driver disengaged due to inappropriate braking, caused by perception issue."
Toyota Research Institute,AVT050,1/15/2020 20:00,JTHCYLFF9J5001363,No,Yes,Test Driver,street,Safety Driver disengaged due to inappropriate steering.
Toyota Research Institute,AVT050,1/16/2020 19:08,JTHDU1EF0G5020107,No,Yes,Test Driver,street,"Safety Driver disengaged due to inappropriate braking, caused by perception issue."
Toyota Research Institute,AVT050,1/16/2020 19:13,JTHDU1EF6G5020094,No,Yes,Test Driver,street,Safety Driver disengaged to ensure proper behavior at traffic light.
Toyota Research Institute,AVT050,1/16/2020 19:20,JTHDU1EF0G5020107,No,Yes,Test Driver,street,Safety Driver disengaged due to issue with lane change maneuver.
Toyota Research Institute,AVT050,1/16/2020 19:20,JTHDU1EF6G5020094,No,Yes,Test Driver,street,"Safety Driver disengaged due to inappropriate braking, caused by perception issue."
Toyota Research Institute,AVT050,1/16/2020 19:20,JTHDU1EF6G5020094,No,Yes,Test Driver,street,"Safety Driver disengaged due to inappropriate braking, caused by perception issue."
Toyota Research Institute,AVT050,1/16/2020 19:23,JTHDU1EF6G5020094,No,Yes,Test Driver,street,"Safety Driver disengaged due to inappropriate braking, caused by perception issue."
Toyota Research Institute,AVT050,1/16/2020 19:24,JTHDU1EF6G5020094,No,Yes,Test Driver,street,"Safety Driver disengaged due to inappropriate braking, caused by perception issue."
Toyota Research Institute,AVT050,1/16/2020 19:27,JTHDU1EF6G5020094,No,Yes,Test Driver,street,"Safety Driver disengaged due to inappropriate braking, caused by perception issue."
Toyota Research Institute,AVT050,1/16/2020 19:39,JTHDU1EF6G5020094,No,Yes,Test Driver,street,Safety Driver disengaged due to inappropriate braking proposal.
Toyota Research Institute,AVT050,1/16/2020 19:41,JTHDU1EF6G5020094,No,Yes,Test Driver,street,"Safety Driver disengaged due to inappropriate braking, caused by perception issue."
Toyota Research Institute,AVT050,1/16/2020 19:42,JTHDU1EF6G5020094,No,Yes,Test Driver,street,"Safety Driver disengaged due to inappropriate braking, caused by perception issue."
Toyota Research Institute,AVT050,1/17/2020 10:37,JTHCYLFF9J5001363,No,Yes,Test Driver,street,Safety Driver disengaged due to inappropriate braking proposal.
Toyota Research Institute,AVT050,1/17/2020 10:47,JTHCYLFF9J5001363,No,Yes,Test Driver,street,Safety Driver disengaged due to inappropriate braking proposal.
Toyota Research Institute,AVT050,1/17/2020 10:47,JTHCYLFF9J5001363,No,Yes,Test Driver,street,Safety Driver disengaged due to inappropriate braking proposal.
Toyota Research Institute,AVT050,1/17/2020 11:04,JTHDU1EF0G5020124,No,Yes,Test Driver,street,Safety Driver disengaged due to inappropriate steering.
Toyota Research Institute,AVT050,1/17/2020 11:05,JTHCYLFF9J5001363,No,Yes,Test Driver,street,Safety Driver disengaged due to inappropriate braking proposal.
Toyota Research Institute,AVT050,1/17/2020 11:07,JTHCYLFF9J5001363,No,Yes,Test Driver,street,Safety Driver disengaged due to inappropriate braking proposal.
Toyota Research Institute,AVT050,1/17/2020 11:07,JTHCYLFF9J5001363,No,Yes,Test Driver,street,Safety Driver disengaged due to inappropriate braking proposal.
Toyota Research Institute,AVT050,1/17/2020 11:09,JTHDU1EF0G5020124,No,Yes,Test Driver,street,Safety Driver disengaged due to inappropriate braking proposal.
Toyota Research Institute,AVT050,1/17/2020 11:18,JTHCYLFF9J5001363,No,Yes,Test Driver,street,Safety Driver disengaged due to inappropriate steering.
Toyota Research Institute,AVT050,1/17/2020 11:22,JTHCYLFF9J5001363,No,Yes,Test Driver,street,Safety Driver disengaged due to inappropriate braking proposal.
Toyota Research Institute,AVT050,1/17/2020 11:34,JTHCYLFF9J5001363,No,Yes,Test Driver,street,Safety Driver disengaged due to harsh braking.
Toyota Research Institute,AVT050,1/17/2020 11:40,JTHCYLFF9J5001363,No,Yes,Test Driver,street,Safety Driver disengaged due to inappropriate braking proposal.
Toyota Research Institute,AVT050,1/17/2020 11:48,JTHDU1EF0G5020107,No,Yes,Test Driver,street,Safety Driver disengaged upon judging that vehicle was too close to road boundary.
Toyota Research Institute,AVT050,1/17/2020 12:02,JTHDU1EF0G5020107,No,Yes,Test Driver,street,Safety Driver disengaged upon judging that vehicle was too close to road boundary.
Toyota Research Institute,AVT050,1/17/2020 12:15,JTHCYLFF9J5001363,No,Yes,Test Driver,street,Safety Driver disengaged due to issue with lane change maneuver.
Toyota Research Institute,AVT050,1/17/2020 12:16,JTHCYLFF9J5001363,No,Yes,Test Driver,street,Safety Driver disengaged to ensure proper behavior at traffic light.
Toyota Research Institute,AVT050,1/17/2020 12:40,JTHCYLFF9J5001363,No,Yes,Test Driver,street,Safety Driver disengaged upon judging that vehicle was too close to road boundary.
Toyota Research Institute,AVT050,1/17/2020 12:51,JTHCYLFF9J5001363,No,Yes,Test Driver,street,Safety Driver disengaged due to issue with lane change maneuver.
Toyota Research Institute,AVT050,1/17/2020 13:56,JTHCYLFF9J5001363,No,Yes,Test Driver,street,Safety Driver disengaged due to inappropriate braking proposal.
Toyota Research Institute,AVT050,1/17/2020 16:30,JTHCYLFF9J5001363,No,Yes,Test Driver,street,Safety Driver disengaged to ensure proper behavior at traffic light.
Toyota Research Institute,AVT050,1/17/2020 16:58,JTHCYLFF9J5001363,No,Yes,Test Driver,street,Safety Driver disengaged to ensure proper behavior at traffic light.
Toyota Research Institute,AVT050,1/17/2020 17:37,JTHDU1EF0G5020124,No,Yes,Test Driver,street,Safety Driver disengaged due to inappropriate braking proposal.
Toyota Research Institute,AVT050,1/17/2020 17:43,JTHDU1EF0G5020124,No,Yes,Test Driver,street,Safety Driver disengaged to ensure proper behavior at traffic light.
Toyota Research Institute,AVT050,1/18/2020 16:43,JTHCYLFF9J5001363,No,Yes,Test Driver,street,Safety Driver disengaged upon judging that vehicle was too close to other road user or obstacle.
Toyota Research Institute,AVT050,1/18/2020 16:49,JTHCYLFF9J5001363,No,Yes,Test Driver,street,"Safety Driver disengaged due to inappropriate braking, caused by perception issue."
